customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn,total_charges_outlier_flag,tenure_group,total_addon_services,average_charge_per_month,is_new_customer,has_any_streaming,is_fully_automated_payer,avg_charge_per_month
CUST-02136,Male,Yes,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,No,No,No,One Year,Yes,Electronic check,64.52,2004.86,No,0,Established (25-48m),1,64.67290322580645,0,0,0,64.67
CUST-02137,Female,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-To-Month,No,Mailed check,85.99,3605.95,No,0,Established (25-48m),0,85.85595238095237,0,0,0,85.86
CUST-02138,Female,No,Yes,No,39,Yes,No,DSL,No,No,No,No,No,Yes,Month-To-Month,No,Electronic check,62.23,2419.99,No,0,Established (25-48m),1,62.05102564102564,0,1,0,62.05
CUST-02139,Female,No,Yes,Yes,64,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Mailed check,100.19,6411.16,Yes,0,Loyal (49m+),4,100.174375,0,1,0,100.17
CUST-02140,M,No,No,Yes,34,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-To-Month,Yes,Electronic check,59.0,1996.86,No,0,Established (25-48m),3,58.73117647058823,0,1,0,58.73
CUST-02141,Female,Yes,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-To-Month,Yes,Mailed check,95.05,6470.24,No,0,Loyal (49m+),2,95.15058823529411,0,0,0,95.15
CUST-02142,Female,No,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,Yes,Credit card,28.14,1383.8,Yes,0,Loyal (49m+),0,28.240816326530613,0,0,0,28.24
CUST-02143,Female,Yes,No,No,11,Yes,No,DSL,No,No,No,Yes,No,No,One Year,Yes,Mailed check,60.89,677.48,Yes,0,New (0-12m),1,61.58909090909091,0,0,0,61.59
CUST-02144,Male,No,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-To-Month,No,Mailed check,94.14,5357.38,No,0,Loyal (49m+),2,93.98912280701755,0,0,0,93.99
CUST-02145,Male,No,No,Yes,62,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two Year,No,Mailed check,72.22,4486.06,No,0,Loyal (49m+),2,72.3558064516129,0,1,0,72.36
CUST-02146,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-To-Month,No,Electronic check,95.79,6902.01,No,0,Loyal (49m+),2,95.86125,0,0,0,95.86
CUST-02147,Male,No,No,No,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-To-Month,Yes,Mailed check,99.88,4786.5,No,0,Established (25-48m),4,99.71875,0,1,0,99.72
CUST-02148,Male,No,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-To-Month,Yes,Electronic check,83.65,2919.84,No,0,Established (25-48m),0,83.424,0,0,0,83.42
CUST-02149,Female,Yes,Yes,No,53,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-To-Month,No,Mailed check,52.96,2814.88,No,0,Loyal (49m+),2,53.11094339622642,0,0,0,53.11
CUST-02150,Male,No,No,Yes,46,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit card,78.44,3607.56,No,0,Established (25-48m),4,78.42521739130434,0,1,0,78.43
CUST-02151,F,No,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two Year,Yes,Mailed check,95.35,2965.83,Yes,0,Established (25-48m),3,95.67193548387097,0,1,0,95.67
CUST-02152,Male,No,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,Yes,Bank transfer,35.1,1827.9,No,0,Loyal (49m+),0,35.151923076923076,0,0,0,35.15
CUST-02153,Male,No,Yes,No,31,Yes,Yes,DSL,No,No,Yes,No,No,No,Two Year,No,Electronic check,62.55,1942.81,No,0,Established (25-48m),1,62.671290322580646,0,0,0,62.67
CUST-02154,Male,No,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two Year,No,Credit card,106.22,6478.78,No,0,Loyal (49m+),4,106.2095081967213,0,1,0,106.21
CUST-02155,Female,No,No,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One Year,No,Mailed check,92.7,3335.94,No,0,Established (25-48m),3,92.665,0,1,0,92.66
CUST-02156,male,No,No,Yes,37,No,No phone service,DSL,No,Yes,No,No,No,No,Two Year,Yes,Credit card,47.89,1777.97,Yes,0,Established (25-48m),1,48.053243243243244,0,0,0,48.05
CUST-02157,Female,No,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-To-Month,No,Electronic check,96.06,2784.71,Yes,0,Established (25-48m),2,96.02448275862069,0,1,0,96.02
CUST-02158,Male,No,Yes,No,57,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-To-Month,No,Credit card,90.73,5171.58,No,0,Loyal (49m+),2,90.72947368421052,0,1,0,90.73
CUST-02159,Female,No,No,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two Year,Yes,Bank transfer,98.58,3053.8,No,0,Established (25-48m),3,98.50967741935484,0,1,0,98.51
CUST-02160,Male,No,No,Yes,65,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-To-Month,No,Electronic check,75.81,4921.58,No,0,Loyal (49m+),4,75.71661538461538,0,1,0,75.72
CUST-02161,Male,No,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,Yes,Credit card,27.59,1386.48,No,0,Loyal (49m+),0,27.7296,0,0,0,27.73
CUST-02162,Male,No,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-To-Month,No,Electronic check,58.89,583.31,No,0,New (0-12m),1,58.330999999999996,0,0,0,58.33
CUST-02163,Male,No,Yes,Yes,58,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-To-Month,No,Bank transfer,66.3,3841.43,No,0,Loyal (49m+),2,66.23155172413793,0,1,0,66.23
CUST-02164,Female,No,Yes,Yes,19,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-To-Month,Yes,Credit card,79.87,1519.39,No,0,Mid-term (13-24m),2,79.96789473684211,0,0,0,79.97
CUST-02165,male,No,Yes,No,36,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic check,71.78,2580.6,Yes,0,Established (25-48m),3,71.68333333333334,0,1,0,71.68
CUST-02166,Male,No,No,No,72,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Electronic check,73.22,5268.91,Yes,0,Loyal (49m+),3,73.17930555555556,0,1,0,73.18
CUST-02167,Female,No,No,Yes,48,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two Year,No,Mailed check,86.81,4156.96,No,0,Established (25-48m),1,86.60333333333334,0,0,0,86.6
CUST-02168,male,No,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-To-Month,Yes,Bank transfer,94.93,1714.76,No,0,Mid-term (13-24m),2,95.26444444444445,0,1,0,95.26
CUST-02169,male,No,Yes,Yes,54,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One Year,No,Credit card,88.01,4752.43,Yes,0,Loyal (49m+),2,88.00796296296296,0,1,0,88.01
CUST-02170,M,No,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One Year,Yes,Bank transfer,92.73,3610.39,No,0,Established (25-48m),2,92.57410256410256,0,1,0,92.57
CUST-02171,Male,No,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,No,Mailed check,32.51,199.3,No,0,New (0-12m),0,33.21666666666667,0,0,0,33.22
CUST-02172,Female,Yes,Yes,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,Yes,Credit card,20.69,85.88,No,0,New (0-12m),0,21.47,0,0,0,21.47
CUST-02173,Male,No,Yes,No,41,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Credit card,78.61,3220.54,Yes,0,Established (25-48m),4,78.54975609756097,0,1,0,78.55
CUST-02174,Female,No,No,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One Year,No,Electronic check,93.23,4383.37,No,0,Established (25-48m),2,93.2631914893617,0,1,0,93.26
CUST-02175,Male,No,Yes,No,6,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-To-Month,Yes,Electronic check,70.51,426.39,No,0,New (0-12m),3,71.065,0,1,0,71.06
CUST-02176,Male,Yes,Yes,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,Yes,Mailed check,34.55,336.74,Yes,0,New (0-12m),0,33.674,0,0,0,33.67
CUST-02177,Female,No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,Yes,Electronic check,34.75,2500.35,Yes,0,Loyal (49m+),0,34.72708333333333,0,0,0,34.73
CUST-02178,Female,Yes,Yes,Yes,48,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One Year,Yes,Electronic check,68.17,3272.65,No,0,Established (25-48m),3,68.18020833333334,0,1,0,68.18
CUST-02179,Male,No,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two Year,Yes,Credit card,88.77,2578.8,No,0,Established (25-48m),1,88.9241379310345,0,0,0,88.92
CUST-02180,Female,No,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,No,Credit card,33.0,1317.63,No,0,Established (25-48m),0,32.94075,0,0,0,32.94
CUST-02181,Female,No,Yes,Yes,2,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-To-Month,No,Electronic check,84.17,161.76,No,0,New (0-12m),3,80.88,1,1,0,80.88
CUST-02182,Male,No,No,Yes,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two Year,Yes,Mailed check,94.04,3659.35,Yes,0,Established (25-48m),2,93.82948717948717,0,1,0,93.83
CUST-02183,Male,Yes,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,Yes,Electronic check,36.39,1825.69,No,0,Loyal (49m+),0,36.5138,0,0,0,36.51
CUST-02184,male,No,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,Yes,Mailed check,32.43,1004.91,No,0,Established (25-48m),0,32.416451612903224,0,0,0,32.42
CUST-02185,Male,No,No,Yes,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-To-Month,No,Mailed check,97.5,4577.09,Yes,0,Established (25-48m),2,97.38489361702128,0,1,0,97.38
CUST-02186,Male,No,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,Yes,Bank transfer,29.43,2066.2,No,0,Loyal (49m+),0,29.517142857142854,0,0,0,29.52
CUST-02187,Male,No,Yes,No,70,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One Year,Yes,Mailed check,96.47,6759.14,No,0,Loyal (49m+),3,96.55914285714286,0,1,0,96.56
CUST-02188,Female,No,Yes,Yes,19,Yes,Yes,DSL,No,Yes,No,No,No,No,Two Year,Yes,Credit card,63.9,1217.13,No,0,Mid-term (13-24m),1,64.05947368421053,0,0,0,64.06
CUST-02189,Female,No,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Electronic check,93.22,3161.88,No,0,Established (25-48m),2,92.9964705882353,0,1,0,93.0
CUST-02190,Male,Yes,Yes,Yes,23,Yes,No,DSL,No,No,No,No,Yes,No,One Year,No,Mailed check,60.7,1392.17,No,0,Mid-term (13-24m),1,60.52913043478261,0,1,0,60.53
CUST-02191,Female,No,Yes,Yes,39,Yes,No,Fiber optic,No,No,No,No,No,Yes,One Year,Yes,Credit card,84.88,3317.97,No,0,Established (25-48m),1,85.07615384615384,0,1,0,85.08
CUST-02192,Male,No,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,Yes,Mailed check,30.47,1546.4,Yes,0,Loyal (49m+),0,30.321568627450983,0,0,0,30.32
CUST-02193,Female,No,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,Yes,Mailed check,29.33,1118.55,No,0,Established (25-48m),0,29.435526315789474,0,0,0,29.44
CUST-02194,Male,No,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Bank transfer,34.01,2273.79,No,0,Loyal (49m+),0,33.93716417910448,0,0,0,33.94
CUST-02195,Male,No,Yes,No,60,No,No phone service,DSL,No,No,No,No,No,Yes,Month-To-Month,No,Credit card,52.14,3119.08,Yes,0,Loyal (49m+),1,51.98466666666666,0,1,0,51.98
CUST-02196,Female,Yes,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-To-Month,Yes,Mailed check,86.92,5566.66,No,0,Loyal (49m+),0,86.9790625,0,0,0,86.98
CUST-02197,Male,No,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,Yes,Mailed check,33.12,2015.62,No,0,Loyal (49m+),0,33.04295081967213,0,0,0,33.04
CUST-02198,Female,No,Yes,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Credit card,35.76,40.62,No,0,New (0-12m),0,40.62,1,0,0,40.62
CUST-02199,Female,No,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,Yes,Electronic check,34.29,168.79,No,0,New (0-12m),0,33.757999999999996,0,0,0,33.76
CUST-02200,Male,Yes,Yes,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-To-Month,No,Mailed check,100.34,4208.67,No,0,Established (25-48m),3,100.20642857142857,0,0,0,100.21
CUST-02201,Male,No,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,Yes,Bank transfer,33.54,1316.26,No,0,Established (25-48m),0,33.75025641025641,0,0,0,33.75
CUST-02202,Female,No,Yes,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,Yes,Electronic check,21.12,799.66,Yes,0,Established (25-48m),0,21.043684210526315,0,0,0,21.04
CUST-02203,Male,No,Yes,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two Year,No,Mailed check,74.05,2007.64,No,0,Established (25-48m),3,74.35703703703705,0,1,0,74.36
CUST-02204,Male,No,No,No,62,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two Year,No,Electronic check,70.94,4407.51,No,0,Loyal (49m+),3,71.08887096774194,0,1,0,71.09
CUST-02205,Male,No,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Electronic check,33.22,2090.99,Yes,0,Loyal (49m+),0,33.19031746031746,0,0,0,33.19
CUST-02206,Male,No,No,Yes,11,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two Year,No,Credit card,103.17,1139.24,No,0,New (0-12m),4,103.56727272727272,0,1,0,103.57
CUST-02207,Male,No,No,Yes,40,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-To-Month,Yes,Electronic check,64.24,2567.53,No,0,Established (25-48m),1,64.18825000000001,0,0,0,64.19
CUST-02208,Female,No,No,Yes,28,No,No phone service,DSL,No,No,No,No,No,No,One Year,No,Electronic check,47.49,1332.85,No,0,Established (25-48m),0,47.60178571428571,0,0,0,47.6
CUST-02209,Female,No,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-To-Month,No,Bank transfer,96.81,2135.26,No,0,Mid-term (13-24m),2,97.05727272727273,0,0,0,97.06
CUST-02210,Male,No,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,No,No,No,One Year,Yes,Mailed check,65.6,3282.77,No,0,Loyal (49m+),1,65.6554,0,0,0,65.66
CUST-02211,Male,No,No,Yes,44,Yes,Yes,DSL,No,Yes,No,No,No,No,Two Year,Yes,Mailed check,64.04,2813.55,No,0,Established (25-48m),1,63.94431818181818,0,0,0,63.94
CUST-02212,Male,No,No,Yes,21,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-To-Month,Yes,Electronic check,68.32,1430.88,Yes,0,Mid-term (13-24m),2,68.13714285714286,0,1,0,68.14
CUST-02213,Female,No,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,Yes,Electronic check,31.22,288.21,No,0,New (0-12m),0,32.02333333333333,0,0,0,32.02
CUST-02214,male,No,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,No,No,One Year,No,Electronic check,58.52,352.4,No,0,New (0-12m),1,58.73333333333333,0,0,0,58.73
CUST-02215,Female,No,Yes,Yes,72,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic check,89.56,6456.35,No,0,Loyal (49m+),4,89.67152777777778,0,1,0,89.67
CUST-02216,Female,No,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-To-Month,Yes,Mailed check,85.15,1190.48,No,0,Mid-term (13-24m),0,85.03428571428572,0,0,0,85.03
CUST-02217,Female,No,Yes,No,45,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-To-Month,No,Bank transfer,82.96,3728.47,Yes,0,Established (25-48m),3,82.85488888888888,0,1,0,82.85
CUST-02218,Male,Yes,No,No,60,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-To-Month,Yes,Mailed check,71.4,4286.16,Yes,0,Loyal (49m+),3,71.43599999999999,0,1,0,71.44
CUST-02219,Female,No,No,Yes,60,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One Year,Yes,Bank transfer,62.21,3740.4,No,0,Loyal (49m+),3,62.34,0,1,0,62.34
CUST-02220,Male,Yes,Yes,No,50,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-To-Month,No,Mailed check,68.23,3411.53,No,0,Loyal (49m+),3,68.23060000000001,0,1,0,68.23
CUST-02221,Female,No,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,Yes,Electronic check,31.84,1173.64,No,0,Established (25-48m),0,31.720000000000002,0,0,0,31.72
CUST-02222,Male,No,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two Year,Yes,Electronic check,89.92,983.55,No,0,New (0-12m),2,89.41363636363636,0,1,0,89.41
CUST-02223,Female,No,Yes,No,65,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One Year,Yes,Mailed check,58.18,3780.68,No,0,Loyal (49m+),3,58.16430769230769,0,1,0,58.16
CUST-02224,male,No,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,No,Bank transfer,35.54,1890.71,No,0,Loyal (49m+),0,35.67377358490566,0,0,0,35.67
CUST-02225,Female,No,Yes,No,38,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Bank transfer,77.15,2927.41,Yes,0,Established (25-48m),4,77.0371052631579,0,1,0,77.04
CUST-02226,Male,No,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,Yes,One Year,Yes,Mailed check,87.29,3318.09,Yes,0,Established (25-48m),1,87.31815789473684,0,1,0,87.32
CUST-02227,F,Yes,No,Yes,29,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Electronic check,91.1,2635.36,No,0,Established (25-48m),2,90.8744827586207,0,0,0,90.87
CUST-02228,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One Year,No,Electronic check,89.97,4233.45,Yes,0,Established (25-48m),1,90.07340425531915,0,0,0,90.07
CUST-02229,Male,No,No,Yes,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One Year,Yes,Credit card,88.43,2652.08,No,0,Established (25-48m),2,88.40266666666666,0,1,0,88.4
CUST-02230,M,No,No,No,24,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-To-Month,No,Credit card,75.5,1806.77,Yes,0,Mid-term (13-24m),3,75.28208333333333,0,1,0,75.28
CUST-02231,M,No,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two Year,No,Electronic check,100.57,6743.29,No,0,Loyal (49m+),3,100.64611940298508,0,0,0,100.65
CUST-02232,Male,No,No,No,50,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-To-Month,Yes,Mailed check,83.06,4157.56,No,0,Loyal (49m+),1,83.1512,0,0,0,83.15
CUST-02233,Female,No,No,No,12,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-To-Month,No,Bank transfer,68.77,815.91,Yes,0,New (0-12m),3,67.99249999999999,0,0,0,67.99
CUST-02234,Male,Yes,No,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two Year,Yes,Mailed check,94.04,5829.31,No,0,Loyal (49m+),2,94.02112903225807,0,1,0,94.02
CUST-02235,Male,No,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,Yes,Credit card,36.8,1510.66,Yes,0,Established (25-48m),0,36.845365853658535,0,0,0,36.85
CUST-02236,Female,No,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-To-Month,No,Bank transfer,85.42,4522.38,No,0,Loyal (49m+),0,85.32792452830189,0,0,0,85.33
CUST-02237,Male,No,Yes,No,66,Yes,No,Fiber optic,No,No,No,No,No,No,One Year,Yes,Bank transfer,78.72,5186.65,No,0,Loyal (49m+),0,78.58560606060605,0,0,0,78.59
CUST-02238,Male,No,No,Yes,55,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-To-Month,No,Mailed check,69.05,3793.43,No,0,Loyal (49m+),0,68.97145454545455,0,0,0,68.97
CUST-02239,Female,No,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two Year,No,Electronic check,28.23,515.48,No,0,Mid-term (13-24m),0,28.637777777777778,0,0,0,28.64
CUST-02240,Male,No,Yes,No,45,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-To-Month,No,Electronic check,67.72,3044.19,No,0,Established (25-48m),2,67.64866666666667,0,1,0,67.65
CUST-02241,Male,No,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-To-Month,Yes,Electronic check,90.05,1266.43,Yes,0,Mid-term (13-24m),2,90.45928571428571,0,0,0,90.46
CUST-02242,Male,No,No,Yes,31,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two Year,No,Electronic check,82.66,2566.5,No,0,Established (25-48m),1,82.79032258064517,0,1,0,82.79
CUST-02243,Male,No,Yes,Yes,48,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-To-Month,Yes,Credit card,67.46,3247.25,No,0,Established (25-48m),2,67.65104166666667,0,1,0,67.65
CUST-02244,Female,Yes,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One Year,Yes,Mailed check,96.36,1934.64,No,0,Mid-term (13-24m),2,96.732,0,0,0,96.73
CUST-02245,Female,No,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit card,96.39,6177.79,Yes,0,Loyal (49m+),3,96.52796875,0,1,0,96.53
CUST-02246,F,No,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,Yes,Credit card,31.27,2148.1,No,0,Loyal (49m+),0,31.131884057971014,0,0,0,31.13
CUST-02247,Male,No,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-To-Month,Yes,Credit card,90.71,2354.41,Yes,0,Established (25-48m),2,90.55423076923077,0,1,0,90.55
CUST-02248,Male,No,No,Yes,22,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-To-Month,No,Electronic check,67.85,1500.16,No,0,Mid-term (13-24m),3,68.18909090909091,0,1,0,68.19
CUST-02249,Female,No,No,Yes,46,Yes,No,DSL,Yes,No,No,No,No,No,Two Year,No,Mailed check,59.78,2747.33,No,0,Established (25-48m),1,59.7245652173913,0,0,0,59.72
CUST-02250,Male,No,No,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-To-Month,No,Electronic check,98.89,1078.84,Yes,0,New (0-12m),3,98.07636363636362,0,1,0,98.08
CUST-02251,Male,No,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Electronic check,98.99,6442.92,Yes,0,Loyal (49m+),3,99.12184615384615,0,1,0,99.12
CUST-02252,Male,No,No,Yes,4,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Credit card,74.35,296.44,No,0,New (0-12m),3,74.11,0,1,0,74.11
CUST-02253,Male,No,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-To-Month,No,Electronic check,84.1,663.84,No,0,New (0-12m),0,82.98,0,0,0,82.98
CUST-02254,Female,No,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One Year,No,Electronic check,35.81,676.07,No,0,Mid-term (13-24m),0,35.58263157894737,0,0,0,35.58
CUST-02255,Female,Yes,No,Yes,62,Yes,No,DSL,No,No,No,Yes,No,No,Two Year,No,Mailed check,57.54,3574.6,No,0,Loyal (49m+),1,57.65483870967742,0,0,0,57.65
CUST-02256,F,Yes,No,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-To-Month,No,Electronic check,94.33,6703.22,No,0,Loyal (49m+),2,94.41154929577465,0,1,0,94.41
CUST-02257,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-To-Month,Yes,Credit card,87.22,6289.78,No,0,Loyal (49m+),0,87.35805555555555,0,0,0,87.36
CUST-02258,Female,No,No,No,70,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two Year,Yes,Credit card,93.79,6564.1,No,0,Loyal (49m+),3,93.77285714285715,0,1,0,93.77
CUST-02259,Female,No,Yes,No,29,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-To-Month,Yes,Bank transfer,100.61,2913.74,No,0,Established (25-48m),3,100.47379310344827,0,1,0,100.47
CUST-02260,Male,Yes,No,Yes,15,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank transfer,90.3,1347.16,Yes,0,Mid-term (13-24m),4,89.81066666666668,0,1,0,89.81
CUST-02261,Male,No,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-To-Month,No,Mailed check,34.95,135.76,No,0,New (0-12m),0,33.94,0,0,0,33.94
CUST-02262,Female,Yes,No,No,28,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-To-Month,Yes,Electronic check,68.11,1901.07,No,0,Established (25-48m),2,67.89535714285714,0,0,0,67.9
